raw_institution,canonical_institutions,approved,manual_split_institutions,current_country_candidates
University of Illinois at Chicago,"[""University of Illinois at Chicago""]",TRUE,[],US
University of New South Wales,"[""University of New South Wales""]",TRUE,[],AU
University of Twente,"[""University of Twente""]",TRUE,[],NL
Worcester Polytechnic Institute,"[""Worcester Polytechnic Institute""]",TRUE,[],US
Guangdong University of Technology,"[""Guangdong University of Technology""]",TRUE,[],CN
Hangzhou Dianzi University,"[""Hangzhou Dianzi University""]",TRUE,[],CN
Helsinki Institute for Information Technology,"[""Helsinki Institute for Information Technology""]",TRUE,[],FI
Jagiellonian University,"[""Jagiellonian University""]",TRUE,[],PL
Lund University,"[""Lund University""]",TRUE,[],SE
Microsoft Research Asia (China),"[""Microsoft Research Asia""]",TRUE,[],CN
Mila - Quebec AI Institute,"[""Mila - Quebec AI Institute""]",TRUE,[],CA
Ohio State University,"[""Ohio State University""]",TRUE,[],US
Penn State University,"[""Penn State University""]",TRUE,[],US
Queensland University of Technology,"[""Queensland University of Technology""]",TRUE,[],AU
Sea AI Lab,"[""Sea AI Lab""]",TRUE,[],SG
Syracuse University,"[""Syracuse University""]",TRUE,[],US
Temple University,"[""Temple University""]",TRUE,[],US
University of Bern,"[""University of Bern""]",TRUE,[],CH
University of Bologna,"[""University of Bologna""]",TRUE,[],IT
University of Insubria,"[""University of Insubria""]",TRUE,[],IT
University of Milan,"[""University of Milan""]",TRUE,[],IT
University of Nottingham,"[""University of Nottingham""]",TRUE,[],GB
Uppsala University,"[""Uppsala University""]",TRUE,[],SE
Yahoo (United Kingdom),"[""Yahoo""]",TRUE,[],US
Allen Institute for Artificial Intelligence,"[""Allen Institute for Artificial Intelligence""]",TRUE,[],US
Mila – Quebec AI Institute,"[""Mila – Quebec AI Institute""]",TRUE,[],CA
Nikon (Japan),"[""Nikon""]",TRUE,[],JP
Technical University of Darmstadt,"[""Technical University of Darmstadt""]",TRUE,[],DE
University of Georgia,"[""University of Georgia""]",TRUE,[],US
University of Haifa,"[""University of Haifa""]",TRUE,[],IL
University of Massachusetts at Amherst,"[""University of Massachusetts at Amherst""]",TRUE,[],US
University of Sussex,"[""University of Sussex""]",TRUE,[],GB
Zhejiang University of Technology,"[""Zhejiang University of Technology""]",TRUE,[],CN
Bocconi University,"[""Bocconi University""]",TRUE,[],IT
Brookhaven National Laboratory,"[""Brookhaven National Laboratory""]",TRUE,[],US
DEVCOM Army Research Laboratory,"[""DEVCOM Army Research Laboratory""]",TRUE,[],US
Drexel University,"[""Drexel University""]",TRUE,[],US
Friedrich Schiller University Jena,"[""Friedrich Schiller University Jena""]",TRUE,[],DE
Gatsby Charitable Foundation,"[""Gatsby Charitable Foundation""]",TRUE,[],GB
Max Planck Institute for Software Systems,"[""Max Planck Institute for Software Systems""]",TRUE,[],DE
Mitsubishi Electric (United States),"[""Mitsubishi Electric (United States)""]",FALSE,"[""Mitsubishi Electric""]",JP
Moscow Institute of Physics and Technology,"[""Moscow Institute of Physics and Technology""]",TRUE,[],RU
Shanxi University,"[""Shanxi University""]",TRUE,[],CN
Universitat Autònoma de Barcelona,"[""Universitat Autònoma de Barcelona""]",TRUE,[],ES
University of Bath,"[""University of Bath""]",TRUE,[],GB
University of Delaware,"[""University of Delaware""]",TRUE,[],US
University of Liège,"[""University of Liège""]",TRUE,[],BE
Baltimore County,"[""Baltimore County""]",TRUE,[],US
Center for the Neural Basis of Cognition,"[""Center for the Neural Basis of Cognition""]",TRUE,[],US
Hefei University of Technology,"[""Hefei University of Technology""]",TRUE,[],CN
Laboratoire d'Informatique de Paris-Nord,"[""Laboratoire d'Informatique de Paris-Nord""]",TRUE,[],FR
Tsinghua Shenzhen International Graduate School,"[""Tsinghua Shenzhen International Graduate School""]",TRUE,[],CN
University of New Hampshire,"[""University of New Hampshire""]",TRUE,[],US
University of New Mexico,"[""University of New Mexico""]",TRUE,[],US
Università della Svizzera italiana,"[""Università della Svizzera italiana""]",TRUE,[],CH
Université Laval,"[""Université Laval""]",TRUE,[],CA
Bilkent University,"[""Bilkent University""]",TRUE,[],TR
Clemson University,"[""Clemson University""]",TRUE,[],US
Commonwealth Scientific and Industrial Research Organisation,"[""Commonwealth Scientific and Industrial Research Organisation""]",TRUE,[],AU
Conservatoire National des Arts et Métiers,"[""Conservatoire National des Arts et Métiers""]",TRUE,[],FR
Dalle Molle Institute for Artificial Intelligence Research,"[""Dalle Molle Institute for Artificial Intelligence Research""]",TRUE,[],CH
Georgia State University,"[""Georgia State University""]",TRUE,[],US
Ghent University Hospital,"[""Ghent University Hospital""]",TRUE,[],BE
Huazhong Agricultural University,"[""Huazhong Agricultural University""]",TRUE,[],CN
Johannes Kepler University Linz,"[""Johannes Kepler University Linz""]",TRUE,[],AT
RIKEN Center for Brain Science,"[""RIKEN Center for Brain Science""]",TRUE,[],JP
Rutgers Sexual and Reproductive Health and Rights,"[""Rutgers Sexual and Reproductive Health and Rights""]",TRUE,[],US
Salesforce AI Research,"[""Salesforce AI Research""]",TRUE,[],US
Technische Universität Darmstadt,"[""Technische Universität Darmstadt""]",TRUE,[],DE
Tulane University,"[""Tulane University""]",TRUE,[],US
University of California System,"[""University of California System""]",TRUE,[],US
Vrije Universiteit Brussel,"[""Vrije Universiteit Brussel""]",TRUE,[],NL
Bielefeld University,"[""Bielefeld University""]",TRUE,[],DE
CentraleSupelec,"[""CentraleSupelec""]",TRUE,[],FR
Champalimaud Foundation,"[""Champalimaud Foundation""]",TRUE,[],PT
Concordia University,"[""Concordia University""]",TRUE,[],CA
ENSAE Paris,"[""ENSAE Paris""]",TRUE,[],FR
German Research Center for AI (DFKI),"[""German Research Center for AI (DFKI)""]",FALSE,"[""German Research Center for AI""]",DE
Goethe University Frankfurt,"[""Goethe University Frankfurt""]",TRUE,[],DE
Intel Labs,"[""Intel Labs""]",TRUE,[],US
Key Laboratory of Computational,"[""Key Laboratory of Computational""]",TRUE,[],CN
London School of Economics and Political Science,"[""London School of Economics and Political Science""]",TRUE,[],GB
Munich Center for Machine Learning (MCML),"[""Munich Center for Machine Learning (MCML)""]",FALSE,"[""Munich Center for Machine Learning""]",DE
Naver (South Korea),"[""Naver""]",TRUE,[],KR
Oak Ridge National Laboratory,"[""Oak Ridge National Laboratory""]",TRUE,[],US
Russian Academy of Sciences,"[""Russian Academy of Sciences""]",TRUE,[],RU
SRI International,"[""SRI International""]",TRUE,[],US
Salesforce Research,"[""Salesforce Research""]",TRUE,[],US
Simons Foundation,"[""Simons Foundation""]",TRUE,[],US
Suzhou Institute for Advanced Research,"[""Suzhou Institute for Advanced Research""]",TRUE,[],CN
University of Auckland,"[""University of Auckland""]",TRUE,[],NZ
University of Florence,"[""University of Florence""]",TRUE,[],IT
University of Pisa,"[""University of Pisa""]",TRUE,[],IT
University of Science and Technology Beijing,"[""University of Science and Technology Beijing""]",TRUE,[],CN
Université de Lille,"[""Université de Lille""]",TRUE,[],FR
Zuse Institute Berlin,"[""Zuse Institute Berlin""]",TRUE,[],DE
Allen Institute for AI,"[""Allen Institute for AI""]",TRUE,[],US
Ariel University,"[""Ariel University""]",TRUE,[],IL
Beijing Institute for General Artificial Intelligence,"[""Beijing Institute for General Artificial Intelligence""]",TRUE,[],CN
Berkeley College,"[""Berkeley College""]",TRUE,[],US
Binghamton University,"[""Binghamton University""]",TRUE,[],US
Cisco Research,"[""Cisco Research""]",TRUE,[],US
City University of New York,"[""City University of New York""]",TRUE,[],US
Cold Spring Harbor Laboratory,"[""Cold Spring Harbor Laboratory""]",TRUE,[],US
Georgetown University,"[""Georgetown University""]",TRUE,[],US
Griffith University,"[""Griffith University""]",TRUE,[],AU
Jinan University,"[""Jinan University""]",TRUE,[],CN
Ludwig-Maximilians-Universität München,"[""Ludwig-Maximilians-Universität München""]",TRUE,[],DE
Mayo Clinic,"[""Mayo Clinic""]",TRUE,[],US
Smith-Kettlewell Eye Research Institute,"[""Smith-Kettlewell Eye Research Institute""]",TRUE,[],US
State Key Laboratory of General Artificial Intelligence,"[""State Key Laboratory of General Artificial Intelligence""]",TRUE,[],US
Tencent Youtu Lab,"[""Tencent Youtu Lab""]",TRUE,[],CN
The University of Texas at San Antonio,"[""The University of Texas at San Antonio""]",TRUE,[],US
UCL Australia,"[""UCL Australia""]",TRUE,[],AU
UCLouvain,"[""UCLouvain""]",TRUE,[],BE
Universitat Politècnica de Catalunya,"[""Universitat Politècnica de Catalunya""]",TRUE,[],ES
University of London,"[""University of London""]",TRUE,[],GB
University of Oregon,"[""University of Oregon""]",TRUE,[],US
Centre Inria de l'Université de Lille,"[""Centre Inria de l'Université de Lille""]",TRUE,[],FR
Chongqing University of Posts and Telecommunications,"[""Chongqing University of Posts and Telecommunications""]",TRUE,[],CN
Colorado State University,"[""Colorado State University""]",TRUE,[],US
Group Sense (China),"[""Group Sense""]",TRUE,[],CN
Guangzhou University,"[""Guangzhou University""]",TRUE,[],CN
Indian Institute of Technology Madras,"[""Indian Institute of Technology Madras""]",TRUE,[],IN
Institut national de recherche en informatique et en automatique,"[""Institut national de recherche en informatique et en automatique""]",TRUE,[],FR
LG AI Research,"[""LG AI Research""]",TRUE,[],KR
Memorial Sloan Kettering Cancer Center,"[""Memorial Sloan Kettering Cancer Center""]",TRUE,[],US
Microsoft Research Asia,"[""Microsoft Research Asia""]",TRUE,[],CN
Ministry of Education of the People's Republic of China,"[""Ministry of Education of the People's Republic of China""]",TRUE,[],CN
NTT Research,"[""NTT Research""]",TRUE,[],JP
NVIDIA Research,"[""NVIDIA Research""]",TRUE,[],US
Nagoya Institute of Technology,"[""Nagoya Institute of Technology""]",TRUE,[],JP
Queen’s University,"[""Queen’s University""]",TRUE,[],CA
Ruhr University Bochum,"[""Ruhr University Bochum""]",TRUE,[],IL
Santa Fe Institute,"[""Santa Fe Institute""]",TRUE,[],US
South China Normal University,"[""South China Normal University""]",TRUE,[],CN
TU Dortmund University,"[""TU Dortmund University""]",TRUE,[],DE
Technische Universität München,"[""Technische Universität München""]",TRUE,[],DE
Toulouse School of Economics,"[""Toulouse School of Economics""]",TRUE,[],FR
UT Southwestern Medical Center,"[""UT Southwestern Medical Center""]",TRUE,[],US
Umeå University,"[""Umeå University""]",TRUE,[],SE
University of Göttingen,"[""University of Göttingen""]",TRUE,[],DE
University of Salzburg,"[""University of Salzburg""]",TRUE,[],AT
École de Technologie Supérieure,"[""École de Technologie Supérieure""]",TRUE,[],FR
Amherst College,"[""Amherst College""]",TRUE,[],US
Athens University of Economics and Business,"[""Athens University of Economics and Business""]",TRUE,[],GR
Auburn University,"[""Auburn University""]",TRUE,[],US
Bridge University,"[""Bridge University""]",TRUE,[],US
Cardiff University,"[""Cardiff University""]",TRUE,[],US
Dongguk University,"[""Dongguk University""]",TRUE,[],KR
Ewha Womans University,"[""Ewha Womans University""]",TRUE,[],KR
Heriot-Watt University,"[""Heriot-Watt University""]",TRUE,[],GB
IT University of Copenhagen,"[""IT University of Copenhagen""]",TRUE,[],DK
Indian Institute of Technology Hyderabad,"[""Indian Institute of Technology Hyderabad""]",TRUE,[],IN
Indian Institute of Technology Kharagpur,"[""Indian Institute of Technology Kharagpur""]",TRUE,[],IN
Inha University,"[""Inha University""]",TRUE,[],KR
Institut de Mathématiques de Toulouse,"[""Institut de Mathématiques de Toulouse""]",TRUE,[],FR
Japan Science and Technology Agency,"[""Japan Science and Technology Agency""]",TRUE,[],JP
Kyung Hee University,"[""Kyung Hee University""]",TRUE,[],KR
Nara Institute of Science and Technology,"[""Nara Institute of Science and Technology""]",TRUE,[],JP
National Institutes of Health,"[""National Institutes of Health""]",TRUE,[],US
Okinawa Institute of Science and Technology Graduate University,"[""Okinawa Institute of Science and Technology Graduate University""]",TRUE,[],JP
Southern California University for Professional Studies,"[""Southern California University for Professional Studies""]",TRUE,[],US
Tata Institute of Fundamental Research,"[""Tata Institute of Fundamental Research""]",TRUE,[],IN
Technical University of Berlin,"[""Technical University of Berlin""]",TRUE,[],DE
The University of Western Australia,"[""The University of Western Australia""]",TRUE,[],AU
Tohoku University,"[""Tohoku University""]",TRUE,[],JP
Ulsan National Institute of Science and Technology,"[""Ulsan National Institute of Science and Technology""]",TRUE,[],KR
Universidad de Sevilla,"[""Universidad de Sevilla""]",TRUE,[],ES
Universidade Federal do Ceará,"[""Universidade Federal do Ceará""]",TRUE,[],BR
University of Bremen,"[""University of Bremen""]",TRUE,[],DE
University of Science and Technology of China (USTC),"[""University of Science and Technology of China (USTC)""]",FALSE,"[""University of Science and Technology of China""]",CN
Université de Bordeaux,"[""Université de Bordeaux""]",TRUE,[],FR
Wrocław University of Science and Technology,"[""Wrocław University of Science and Technology""]",TRUE,[],PL
Beijing University of Technology,"[""Beijing University of Technology""]",TRUE,[],CN
CNRS & Université Côte d’Azur,"[""CNRS & Université Côte d’Azur""]",TRUE,[],FR
Carleton University,"[""Carleton University""]",TRUE,[],US
Centro Nacional de Microelectrónica,"[""Centro Nacional de Microelectrónica""]",TRUE,[],ES
EPFL - EPF Lausanne,"[""EPFL - EPF Lausanne""]",TRUE,[],CH
Google DeepMind (United Kingdom),"[""Google DeepMind""]",TRUE,[],GB
Instituto Superior Técnico,"[""Instituto Superior Técnico""]",TRUE,[],PT
Kyushu Institute of Technology,"[""Kyushu Institute of Technology""]",TRUE,[],JP
Laboratoire de Recherche en Informatique,"[""Laboratoire de Recherche en Informatique""]",TRUE,[],FR
Microsoft Research New York City (United States),"[""Microsoft Research New York City""]",TRUE,[],US
